6.250000000000000000e-02 2.991796493530273438e+00
1.250000000000000000e-01 3.250405311584472656e+00
1.250000000000000000e-01 3.060155630111694336e+00
1.562500000000000000e-01 2.960027217864990234e+00
2.125000059604644775e-01 2.737373590469360352e+00
2.291666716337203979e-01 2.612141847610473633e+00
2.232142835855484009e-01 2.592054605484008789e+00
2.421875000000000000e-01 2.681826114654541016e+00
2.500000000000000000e-01 2.631553173065185547e+00
2.624999880790710449e-01 2.706183910369873047e+00
3.125000000000000000e-01 2.217686653137207031e+00
4.375000000000000000e-01 1.760452985763549805e+00
3.958333432674407959e-01 1.791700839996337891e+00
3.593750000000000000e-01 2.026870727539062500e+00
4.000000059604644775e-01 1.922142267227172852e+00
4.166666567325592041e-01 1.893856525421142578e+00
4.375000000000000000e-01 1.771268010139465332e+00
4.218750000000000000e-01 1.773443222045898438e+00
4.583333432674407959e-01 1.651396632194519043e+00
4.749999940395355225e-01 1.632413864135742188e+00
7.500000000000000000e-01 7.194510698318481445e-01
5.312500000000000000e-01 1.338015556335449219e+00
5.416666865348815918e-01 1.376968383789062500e+00
4.843750000000000000e-01 1.662320137023925781e+00
4.625000059604644775e-01 1.978333830833435059e+00
4.687500000000000000e-01 1.956759572029113770e+00
4.732142984867095947e-01 2.018293380737304688e+00
5.078125000000000000e-01 1.853507637977600098e+00
4.791666567325592041e-01 2.032825708389282227e+00
5.062500238418579102e-01 1.904651999473571777e+00
5.625000000000000000e-01 1.338280200958251953e+00
5.937500000000000000e-01 1.390162587165832520e+00
5.833333134651184082e-01 1.470743060111999512e+00
6.250000000000000000e-01 1.321799516677856445e+00
6.000000238418579102e-01 1.431723356246948242e+00
6.041666865348815918e-01 1.304739117622375488e+00
6.071428656578063965e-01 1.232355713844299316e+00
5.937500000000000000e-01 1.278107047080993652e+00
5.972222089767456055e-01 1.283548593521118164e+00
6.125000119209289551e-01 1.269165158271789551e+00
6.875000000000000000e-01 8.938402533531188965e-01
7.187500000000000000e-01 8.650538921356201172e-01
6.875000000000000000e-01 8.729268908500671387e-01
6.718750000000000000e-01 8.575577735900878906e-01
6.250000000000000000e-01 1.138576149940490723e+00
6.354166865348815918e-01 1.025491476058959961e+00
6.428571343421936035e-01 1.010939955711364746e+00
6.562500000000000000e-01 9.617863893508911133e-01
6.458333134651184082e-01 1.039663910865783691e+00
6.499999761581420898e-01 1.083388686180114746e+00
8.125000000000000000e-01 1.040586352348327637e+00
6.250000000000000000e-01 1.450406551361083984e+00
6.666666865348815918e-01 1.400280952453613281e+00
6.406250000000000000e-01 1.317784309387207031e+00
6.125000119209289551e-01 1.357799291610717773e+00
6.041666865348815918e-01 1.317321181297302246e+00
6.250000000000000000e-01 1.248003363609313965e+00
6.562500000000000000e-01 1.142242670059204102e+00
6.666666865348815918e-01 1.090219378471374512e+00
6.687499880790710449e-01 1.064556598663330078e+00
4.375000000000000000e-01 1.013818979263305664e+00
5.937500000000000000e-01 9.973611831665039062e-01
6.666666865348815918e-01 8.583920598030090332e-01
6.562500000000000000e-01 8.505420088768005371e-01
6.750000119209289551e-01 8.126405477523803711e-01
6.458333134651184082e-01 9.402558207511901855e-01
6.785714030265808105e-01 8.671650290489196777e-01
6.953125000000000000e-01 8.101288676261901855e-01
7.013888955116271973e-01 8.316595554351806641e-01
7.062500119209289551e-01 8.205841779708862305e-01
8.750000000000000000e-01 4.210290014743804932e-01
7.500000000000000000e-01 5.599232316017150879e-01
6.666666865348815918e-01 7.946603894233703613e-01
7.187500000000000000e-01 7.002974748611450195e-01
6.999999880790710449e-01 6.653701066970825195e-01
7.187500000000000000e-01 6.727187037467956543e-01
6.875000000000000000e-01 6.978426575660705566e-01
6.953125000000000000e-01 6.733583211898803711e-01
7.013888955116271973e-01 6.713272929191589355e-01
6.875000000000000000e-01 6.943722963333129883e-01
8.125000000000000000e-01 6.780830621719360352e-01
8.750000000000000000e-01 4.580709934234619141e-01
8.125000000000000000e-01 5.453736782073974609e-01
7.812500000000000000e-01 6.243887543678283691e-01
7.875000238418579102e-01 8.210326433181762695e-01
8.229166865348815918e-01 7.084088921546936035e-01
8.035714030265808105e-01 7.248153090476989746e-01
7.734375000000000000e-01 7.396762967109680176e-01
7.777777910232543945e-01 7.320345044136047363e-01
7.749999761581420898e-01 7.182086706161499023e-01
6.875000000000000000e-01 7.424130439758300781e-01
7.500000000000000000e-01 9.905092716217041016e-01
7.500000000000000000e-01 1.011156439781188965e+00
7.812500000000000000e-01 8.848768472671508789e-01
7.500000000000000000e-01 1.116326689720153809e+00
7.500000000000000000e-01 1.084683060646057129e+00
7.678571343421936035e-01 1.007408261299133301e+00
7.421875000000000000e-01 1.018294811248779297e+00
7.500000000000000000e-01 9.348644614219665527e-01
7.500000000000000000e-01 8.891797065734863281e-01
